"Address","Occurrences","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","HTTP Canonical","Indexability","Indexability Status"
"https://staging.jakevibes.dev/technology/compose","1","index, follow","","","https://staging.jakevibes.dev/technology/compose","","Indexable",""
"https://staging.jakevibes.dev/technology/css3","1","index, follow","","","https://staging.jakevibes.dev/technology/css3","","Indexable",""
"https://staging.jakevibes.dev/technology/csharp-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/csharp-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/dbt","1","index, follow","","","https://staging.jakevibes.dev/technology/dbt","","Indexable",""
"https://staging.jakevibes.dev/technology/dagger","1","index, follow","","","https://staging.jakevibes.dev/technology/dagger","","Indexable",""
"https://staging.jakevibes.dev/technology/cypress","1","index, follow","","","https://staging.jakevibes.dev/technology/cypress","","Indexable",""
"https://staging.jakevibes.dev/technology/docker","1","index, follow","","","https://staging.jakevibes.dev/technology/docker","","Indexable",""
"https://staging.jakevibes.dev/technology/express","1","index, follow","","","https://staging.jakevibes.dev/technology/express","","Indexable",""
"https://staging.jakevibes.dev/technology/firebase-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/firebase-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/fastlane","1","index, follow","","","https://staging.jakevibes.dev/technology/fastlane","","Indexable",""
"https://staging.jakevibes.dev/technology/dotnet-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/dotnet-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/figma","1","index, follow","","","https://staging.jakevibes.dev/technology/figma","","Indexable",""
"https://staging.jakevibes.dev/technology/flutter-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/flutter-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/github-actions","1","index, follow","","","https://staging.jakevibes.dev/technology/github-actions","","Indexable",""
"https://staging.jakevibes.dev/technology/gitlab-ci","1","index, follow","","","https://staging.jakevibes.dev/technology/gitlab-ci","","Indexable",""
"https://staging.jakevibes.dev/technology/graphql","1","index, follow","","","https://staging.jakevibes.dev/technology/graphql","","Indexable",""
"https://staging.jakevibes.dev/technology/google-cloud-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/google-cloud-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/glide","1","index, follow","","","https://staging.jakevibes.dev/technology/glide","","Indexable",""
"https://staging.jakevibes.dev/technology/huggingface-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/huggingface-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/iam","1","index, follow","","","https://staging.jakevibes.dev/technology/iam","","Indexable",""
"https://staging.jakevibes.dev/technology/ionic-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/ionic-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/java-android-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/java-android-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/java-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/java-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/jest","1","index, follow","","","https://staging.jakevibes.dev/technology/jest","","Indexable",""
"https://staging.jakevibes.dev/technology/jetpack","1","index, follow","","","https://staging.jakevibes.dev/technology/jetpack","","Indexable",""
"https://staging.jakevibes.dev/technology/jira","1","index, follow","","","https://staging.jakevibes.dev/technology/jira","","Indexable",""
"https://staging.jakevibes.dev/technology/jupyter","1","index, follow","","","https://staging.jakevibes.dev/technology/jupyter","","Indexable",""
"https://staging.jakevibes.dev/technology/kubeflow","1","index, follow","","","https://staging.jakevibes.dev/technology/kubeflow","","Indexable",""
"https://staging.jakevibes.dev/technology/kotlin-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/kotlin-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/kubernetes","1","index, follow","","","https://staging.jakevibes.dev/technology/kubernetes","","Indexable",""
"https://staging.jakevibes.dev/technology/laravel-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/laravel-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/langchain-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/langchain-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/llamaindex-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/llamaindex-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/make","1","index, follow","","","https://staging.jakevibes.dev/technology/make","","Indexable",""
"https://staging.jakevibes.dev/technology/mlops-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/mlops-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/mlflow","1","index, follow","","","https://staging.jakevibes.dev/technology/mlflow","","Indexable",""
"https://staging.jakevibes.dev/technology/mongodb","1","index, follow","","","https://staging.jakevibes.dev/technology/mongodb","","Indexable",""
"https://staging.jakevibes.dev/technology/mvvm","1","index, follow","","","https://staging.jakevibes.dev/technology/mvvm","","Indexable",""
"https://staging.jakevibes.dev/technology/n8n","1","index, follow","","","https://staging.jakevibes.dev/technology/n8n","","Indexable",""
"https://staging.jakevibes.dev/technology/nodejs-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/nodejs-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/nextjs-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/nextjs-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/openai-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/openai-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/numpy","1","index, follow","","","https://staging.jakevibes.dev/technology/numpy","","Indexable",""
"https://staging.jakevibes.dev/technology/pandas","1","index, follow","","","https://staging.jakevibes.dev/technology/pandas","","Indexable",""
"https://staging.jakevibes.dev/technology/php-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/php-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/pinecone-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/pinecone-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/postman","1","index, follow","","","https://staging.jakevibes.dev/technology/postman","","Indexable",""
"https://staging.jakevibes.dev/technology/playwright","1","index, follow","","","https://staging.jakevibes.dev/technology/playwright","","Indexable",""
"https://staging.jakevibes.dev/technology/posthog-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/posthog-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/python-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/python-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/prometheus","1","index, follow","","","https://staging.jakevibes.dev/technology/prometheus","","Indexable",""
"https://staging.jakevibes.dev/technology/qase","1","index, follow","","","https://staging.jakevibes.dev/technology/qase","","Indexable",""
"https://staging.jakevibes.dev/technology/pytorch","1","index, follow","","","https://staging.jakevibes.dev/technology/pytorch","","Indexable",""
"https://staging.jakevibes.dev/technology/redis","1","index, follow","","","https://staging.jakevibes.dev/technology/redis","","Indexable",""
"https://staging.jakevibes.dev/technology/react-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/react-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/react-native-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/react-native-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/rust-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/rust-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/ruby-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/ruby-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/scikit-learn","1","index, follow","","","https://staging.jakevibes.dev/technology/scikit-learn","","Indexable",""
"https://staging.jakevibes.dev/technology/softr","1","index, follow","","","https://staging.jakevibes.dev/technology/softr","","Indexable",""
"https://staging.jakevibes.dev/technology/storybook","1","index, follow","","","https://staging.jakevibes.dev/technology/storybook","","Indexable",""
"https://staging.jakevibes.dev/technology/selenium","1","index, follow","","","https://staging.jakevibes.dev/technology/selenium","","Indexable",""
"https://staging.jakevibes.dev/technology/swift-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/swift-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/tailwind","1","index, follow","","","https://staging.jakevibes.dev/technology/tailwind","","Indexable",""
"https://staging.jakevibes.dev/technology/supabase-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/supabase-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/tensorflow-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/tensorflow-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/terraform","1","index, follow","","","https://staging.jakevibes.dev/technology/terraform","","Indexable",""
"https://staging.jakevibes.dev/technology/swiftui","1","index, follow","","","https://staging.jakevibes.dev/technology/swiftui","","Indexable",""
"https://staging.jakevibes.dev/technology/typescript-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/typescript-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/testrail","1","index, follow","","","https://staging.jakevibes.dev/technology/testrail","","Indexable",""
"https://staging.jakevibes.dev/technology/vercel-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/vercel-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/uikit","1","index, follow","","","https://staging.jakevibes.dev/technology/uikit","","Indexable",""
"https://staging.jakevibes.dev/technology/vector-db-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/vector-db-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/unity-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/unity-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/webflow-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/webflow-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/vertex-ai-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/vertex-ai-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/xamarin-developers","1","index, follow","","","https://staging.jakevibes.dev/technology/xamarin-developers","","Indexable",""
"https://staging.jakevibes.dev/technology/xano","1","index, follow","","","https://staging.jakevibes.dev/technology/xano","","Indexable",""
"https://staging.jakevibes.dev/technology/xcode","1","index, follow","","","https://staging.jakevibes.dev/technology/xcode","","Indexable",""
"https://staging.jakevibes.dev/tools","1","index, follow","","","https://staging.jakevibes.dev/tools","","Indexable",""
"https://staging.jakevibes.dev/technology/zapier","1","index, follow","","","https://staging.jakevibes.dev/technology/zapier","","Indexable",""
"https://staging.jakevibes.dev/tools/culture-match","1","index, follow","","","https://staging.jakevibes.dev/tools/culture-match","","Indexable",""
"https://staging.jakevibes.dev/uk/about-us","1","index, follow","","","https://staging.jakevibes.dev/uk/about-us","","Indexable",""
"https://staging.jakevibes.dev/uk/alternatives","1","index, follow","","","https://staging.jakevibes.dev/uk/alternatives","","Indexable",""
"https://staging.jakevibes.dev/uk/compare/cloud-employee-vs-contra","1","index, follow","","","https://staging.jakevibes.dev/uk/compare/cloud-employee-vs-contra","","Indexable",""
"https://staging.jakevibes.dev/uk","1","index, follow","","","https://staging.jakevibes.dev/uk","","Indexable",""
"https://staging.jakevibes.dev/uk/events","1","index, follow","","","https://staging.jakevibes.dev/uk/events","","Indexable",""
"https://staging.jakevibes.dev/uk/customer-story/salmon-software","1","index, follow","","","https://staging.jakevibes.dev/uk/customer-story/salmon-software","","Indexable",""
"https://staging.jakevibes.dev/uk/hiring-tips/developer-vetting-in-latam-live-pair-programming-coding-tests-and-quality-signals-that-matter","1","index, follow","","","https://staging.jakevibes.dev/uk/hiring-tips/developer-vetting-in-latam-live-pair-programming-coding-tests-and-quality-signals-that-matter","","Indexable",""
"https://staging.jakevibes.dev/uk/hiring-tips/hiring-developers-in-the-philippines-cost-quality-culture-fit-for-outsourced-software-development","1","index, follow","","","https://staging.jakevibes.dev/uk/hiring-tips/hiring-developers-in-the-philippines-cost-quality-culture-fit-for-outsourced-software-development","","Indexable",""
"https://staging.jakevibes.dev/uk/how-it-works","1","index, follow","","","https://staging.jakevibes.dev/uk/how-it-works","","Indexable",""
"https://staging.jakevibes.dev/uk/our-work","1","index, follow","","","https://staging.jakevibes.dev/uk/our-work","","Indexable",""
"https://staging.jakevibes.dev/uk/legals/general-terms","1","index, follow","","","https://staging.jakevibes.dev/uk/legals/general-terms","","Indexable",""
"https://staging.jakevibes.dev/uk/nearshoring-offshoring/nearshoring-or-offshoring-the-strategic-choice-for-tech-leaders","1","index, follow","","","https://staging.jakevibes.dev/uk/nearshoring-offshoring/nearshoring-or-offshoring-the-strategic-choice-for-tech-leaders","","Indexable",""
"https://staging.jakevibes.dev/uk/nearshoring-offshoring/nearshore-vs-offshore-costs-2026-software-development-rates","1","index, follow","","","https://staging.jakevibes.dev/uk/nearshoring-offshoring/nearshore-vs-offshore-costs-2026-software-development-rates","","Indexable",""
"https://staging.jakevibes.dev/uk/services/back-end-developers","1","index, follow","","","https://staging.jakevibes.dev/uk/services/back-end-developers","","Indexable",""
"https://staging.jakevibes.dev/uk/services/ai-engineers","1","index, follow","","","https://staging.jakevibes.dev/uk/services/ai-engineers","","Indexable",""
"https://staging.jakevibes.dev/uk/pricing","1","index, follow","","","https://staging.jakevibes.dev/uk/pricing","","Indexable",""
"https://staging.jakevibes.dev/uk/services/ai-consulting","1","index, follow","","","https://staging.jakevibes.dev/uk/services/ai-consulting","","Indexable",""
"https://staging.jakevibes.dev/uk/reviews","1","index, follow","","","https://staging.jakevibes.dev/uk/reviews","","Indexable",""
"https://staging.jakevibes.dev/uk/services/full-stack-developers","1","index, follow","","","https://staging.jakevibes.dev/uk/services/full-stack-developers","","Indexable",""
"https://staging.jakevibes.dev/uk/services/data-scientists","1","index, follow","","","https://staging.jakevibes.dev/uk/services/data-scientists","","Indexable",""
"https://staging.jakevibes.dev/uk/services/front-end-developers","1","index, follow","","","https://staging.jakevibes.dev/uk/services/front-end-developers","","Indexable",""
"https://staging.jakevibes.dev/uk/services/fractional-ctos","1","index, follow","","","https://staging.jakevibes.dev/uk/services/fractional-ctos","","Indexable",""
"https://staging.jakevibes.dev/uk/services/mobile-apps","1","index, follow","","","https://staging.jakevibes.dev/uk/services/mobile-apps","","Indexable",""
"https://staging.jakevibes.dev/uk/services/mvp-development","1","index, follow","","","https://staging.jakevibes.dev/uk/services/mvp-development","","Indexable",""
"https://staging.jakevibes.dev/uk/services/philippines-developers","1","index, follow","","","https://staging.jakevibes.dev/uk/services/philippines-developers","","Indexable",""
"https://staging.jakevibes.dev/uk/services/qa-analysts-testers","1","index, follow","","","https://staging.jakevibes.dev/uk/services/qa-analysts-testers","","Indexable",""
"https://staging.jakevibes.dev/uk/services/no-code-developers","1","index, follow","","","https://staging.jakevibes.dev/uk/services/no-code-developers","","Indexable",""
"https://staging.jakevibes.dev/uk/services/software-engineers","1","index, follow","","","https://staging.jakevibes.dev/uk/services/software-engineers","","Indexable",""
"https://staging.jakevibes.dev/uk/services/product-scoping-service","1","index, follow","","","https://staging.jakevibes.dev/uk/services/product-scoping-service","","Indexable",""
"https://staging.jakevibes.dev/uk/technology/airtable-developers","1","index, follow","","","https://staging.jakevibes.dev/uk/technology/airtable-developers","","Indexable",""
"https://staging.jakevibes.dev/uk/staff-augmentation/staff-augmentation-roi-calculator-measure-cost-savings-and-productivity-gains","1","index, follow","","","https://staging.jakevibes.dev/uk/staff-augmentation/staff-augmentation-roi-calculator-measure-cost-savings-and-productivity-gains","","Indexable",""
"https://staging.jakevibes.dev/uk/technology","1","index, follow","","","https://staging.jakevibes.dev/uk/technology","","Indexable",""
"https://staging.jakevibes.dev/uk/technology/angular-developers","1","index, follow","","","https://staging.jakevibes.dev/uk/technology/angular-developers","","Indexable",""
"https://staging.jakevibes.dev/uk/technology/nodejs-developers","1","index, follow","","","https://staging.jakevibes.dev/uk/technology/nodejs-developers","","Indexable",""
"https://staging.jakevibes.dev/uk/technology/aws-developers","1","index, follow","","","https://staging.jakevibes.dev/uk/technology/aws-developers","","Indexable",""
"https://staging.jakevibes.dev/uk/technology/dotnet-developers","1","index, follow","","","https://staging.jakevibes.dev/uk/technology/dotnet-developers","","Indexable",""
"https://staging.jakevibes.dev/uk/technology/java-developers","1","index, follow","","","https://staging.jakevibes.dev/uk/technology/java-developers","","Indexable",""
"https://staging.jakevibes.dev/uk/technology/fastlane","1","index, follow","","","https://staging.jakevibes.dev/uk/technology/fastlane","","Indexable",""
"https://staging.jakevibes.dev/uk/videos/hiring-one-dev-backed-by-200","1","index, follow","","","https://staging.jakevibes.dev/uk/videos/hiring-one-dev-backed-by-200","","Indexable",""
"https://staging.jakevibes.dev/uk/technology/typescript-developers","1","index, follow","","","https://staging.jakevibes.dev/uk/technology/typescript-developers","","Indexable",""
"https://staging.jakevibes.dev/uk/technology/supabase-developers","1","index, follow","","","https://staging.jakevibes.dev/uk/technology/supabase-developers","","Indexable",""
"https://staging.jakevibes.dev/uk/work-with-shawnee","1","index, follow","","","https://staging.jakevibes.dev/uk/work-with-shawnee","","Indexable",""
"https://staging.jakevibes.dev/uk/tools","1","index, follow","","","https://staging.jakevibes.dev/uk/tools","","Indexable",""
"https://staging.jakevibes.dev/videos/de-risked-dev-hiring-for-changing-markets","1","index, follow","","","https://staging.jakevibes.dev/videos/de-risked-dev-hiring-for-changing-markets","","Indexable",""
"https://staging.jakevibes.dev/videos","1","index, follow","","","https://staging.jakevibes.dev/videos","","Indexable",""
"https://staging.jakevibes.dev/videos/danis-journey-as-a-front-end-engineer-at-cloud-employee","1","index, follow","","","https://staging.jakevibes.dev/videos/danis-journey-as-a-front-end-engineer-at-cloud-employee","","Indexable",""
"https://staging.jakevibes.dev/videos/boost-remote-dev-productivity-with-a-how-to-work-with-me-guide","1","index, follow","","","https://staging.jakevibes.dev/videos/boost-remote-dev-productivity-with-a-how-to-work-with-me-guide","","Indexable",""
"https://staging.jakevibes.dev/videos/employee-experience","1","index, follow","","","https://staging.jakevibes.dev/videos/employee-experience","","Indexable",""
"https://staging.jakevibes.dev/videos/how-cloud-employee-keeps-remote-developers-motivated","1","index, follow","","","https://staging.jakevibes.dev/videos/how-cloud-employee-keeps-remote-developers-motivated","","Indexable",""
"https://staging.jakevibes.dev/videos/employee-experience-that-keeps-offshore-devs-engaged","1","index, follow","","","https://staging.jakevibes.dev/videos/employee-experience-that-keeps-offshore-devs-engaged","","Indexable",""
"https://staging.jakevibes.dev/videos/hiring-one-dev-backed-by-200","1","index, follow","","","https://staging.jakevibes.dev/videos/hiring-one-dev-backed-by-200","","Indexable",""
"https://staging.jakevibes.dev/videos/how-our-clients-retain-devs-long-term","1","index, follow","","","https://staging.jakevibes.dev/videos/how-our-clients-retain-devs-long-term","","Indexable",""
"https://staging.jakevibes.dev/videos/how-the-cloud-employee-hiring-engine-works","1","index, follow","","","https://staging.jakevibes.dev/videos/how-the-cloud-employee-hiring-engine-works","","Indexable",""
"https://staging.jakevibes.dev/videos/how-we-find-the-right-developer-faster","1","index, follow","","","https://staging.jakevibes.dev/videos/how-we-find-the-right-developer-faster","","Indexable",""
"https://staging.jakevibes.dev/videos/how-we-retain-97-of-remote-developers","1","index, follow","","","https://staging.jakevibes.dev/videos/how-we-retain-97-of-remote-developers","","Indexable",""
"https://staging.jakevibes.dev/videos/how-stability-attracts-top-dev-talent-in-the-philippines","1","index, follow","","","https://staging.jakevibes.dev/videos/how-stability-attracts-top-dev-talent-in-the-philippines","","Indexable",""
"https://staging.jakevibes.dev/videos/how-we-keep-remote-devs-connected-and-engaged","1","index, follow","","","https://staging.jakevibes.dev/videos/how-we-keep-remote-devs-connected-and-engaged","","Indexable",""
"https://staging.jakevibes.dev/videos/matching-company-values","1","index, follow","","","https://staging.jakevibes.dev/videos/matching-company-values","","Indexable",""
"https://staging.jakevibes.dev/videos/onboarding-global-dev-teams-with-purpose","1","index, follow","","","https://staging.jakevibes.dev/videos/onboarding-global-dev-teams-with-purpose","","Indexable",""
"https://staging.jakevibes.dev/videos/onboarding-offshore-devs-that-deliver-fast","1","index, follow","","","https://staging.jakevibes.dev/videos/onboarding-offshore-devs-that-deliver-fast","","Indexable",""
"https://staging.jakevibes.dev/videos/pair-programming-at-cloud-employee","1","index, follow","","","https://staging.jakevibes.dev/videos/pair-programming-at-cloud-employee","","Indexable",""
"https://staging.jakevibes.dev/videos/peer-forums-for-remote-developers","1","index, follow","","","https://staging.jakevibes.dev/videos/peer-forums-for-remote-developers","","Indexable",""
"https://staging.jakevibes.dev/videos/what-connection-looks-like-in-a-global-dev-team","1","index, follow","","","https://staging.jakevibes.dev/videos/what-connection-looks-like-in-a-global-dev-team","","Indexable",""
"https://staging.jakevibes.dev/videos?259f0148_page=4","1","index, follow","","","https://staging.jakevibes.dev/videos","","Non-Indexable","Canonicalised"
"https://staging.jakevibes.dev/videos/why-the-philippines-is-a-smart-choice-for-growing-your-dev-team","1","index, follow","","","https://staging.jakevibes.dev/videos/why-the-philippines-is-a-smart-choice-for-growing-your-dev-team","","Indexable",""
"https://staging.jakevibes.dev/work-with-shawnee","1","index, follow","","","https://staging.jakevibes.dev/work-with-shawnee","","Indexable",""
"https://staging.jakevibes.dev/uk/services","1","index, follow","","","https://staging.jakevibes.dev/uk/services","","Indexable",""
"https://staging.jakevibes.dev/videos/peer-forum-building-connections-beyond-work","1","index, follow","","","https://staging.jakevibes.dev/videos/peer-forum-building-connections-beyond-work","","Indexable",""
"https://staging.jakevibes.dev/uk/team/grace-tannor","1","index, follow","","","https://staging.jakevibes.dev/uk/team/grace-tannor","","Indexable",""
"https://staging.jakevibes.dev/uk/team/kean-reynancia","1","index, follow","","","https://staging.jakevibes.dev/uk/team/kean-reynancia","","Indexable",""
"https://staging.jakevibes.dev/uk/reviews/tidal","1","index, follow","","","https://staging.jakevibes.dev/uk/reviews/tidal","","Indexable",""
"https://staging.jakevibes.dev/uk/for-developers","1","index, follow","","","https://staging.jakevibes.dev/uk/for-developers","","Indexable",""
"https://staging.jakevibes.dev/uk/team/ezekiel-mariano","1","index, follow","","","https://staging.jakevibes.dev/uk/team/ezekiel-mariano","","Indexable",""
"https://staging.jakevibes.dev/uk/downloads","1","index, follow","","","https://staging.jakevibes.dev/uk/downloads","","Indexable",""
"https://staging.jakevibes.dev/uk/services/eastern-europe-developers","1","index, follow","","","https://staging.jakevibes.dev/uk/services/eastern-europe-developers","","Indexable",""
"https://staging.jakevibes.dev/uk/reviews/healthpointe","1","index, follow","","","https://staging.jakevibes.dev/uk/reviews/healthpointe","","Indexable",""
"https://staging.jakevibes.dev/uk/team/rich-holgate","1","index, follow","","","https://staging.jakevibes.dev/uk/team/rich-holgate","","Indexable",""
"https://staging.jakevibes.dev/_next/static/chunks/0-tzi8f~pym4n.js?dpl=dpl_5CgKoLoGVFPii5QvKhkF6CV2XBbD","0","","","","","","Indexable",""
"https://staging.jakevibes.dev/uk/reviews/bladefs","1","index, follow","","","https://staging.jakevibes.dev/uk/reviews/bladefs","","Indexable",""
"https://staging.jakevibes.dev/uk/team/heidi-dela-cruz","1","index, follow","","","https://staging.jakevibes.dev/uk/team/heidi-dela-cruz","","Indexable",""
"https://staging.jakevibes.dev/uk/team/luis-santos","1","index, follow","","","https://staging.jakevibes.dev/uk/team/luis-santos","","Indexable",""
"https://staging.jakevibes.dev/uk/services/mobile-developers","1","index, follow","","","https://staging.jakevibes.dev/uk/services/mobile-developers","","Indexable",""
"https://staging.jakevibes.dev/uk/team/maica-padillo","1","index, follow","","","https://staging.jakevibes.dev/uk/team/maica-padillo","","Indexable",""
"https://staging.jakevibes.dev/uk/team/stephanie-silva","1","index, follow","","","https://staging.jakevibes.dev/uk/team/stephanie-silva","","Indexable",""
"https://staging.jakevibes.dev/uk/services/latam-developers","1","index, follow","","","https://staging.jakevibes.dev/uk/services/latam-developers","","Indexable",""
"https://staging.jakevibes.dev/uk/customer-story/willo","1","index, follow","","","https://staging.jakevibes.dev/uk/customer-story/willo","","Indexable",""
"https://staging.jakevibes.dev/uk/team/ericka-go","1","index, follow","","","https://staging.jakevibes.dev/uk/team/ericka-go","","Indexable",""
"https://staging.jakevibes.dev/uk/team/kyla-taal","1","index, follow","","","https://staging.jakevibes.dev/uk/team/kyla-taal","","Indexable",""
"https://staging.jakevibes.dev/uk/team/caitlin-murray","1","index, follow","","","https://staging.jakevibes.dev/uk/team/caitlin-murray","","Indexable",""
"https://staging.jakevibes.dev/uk/team/stephanie-bird","1","index, follow","","","https://staging.jakevibes.dev/uk/team/stephanie-bird","","Indexable",""
"https://staging.jakevibes.dev/uk/reviews/willo","1","index, follow","","","https://staging.jakevibes.dev/uk/reviews/willo","","Indexable",""
"https://staging.jakevibes.dev/uk/team/jake-hall","1","index, follow","","","https://staging.jakevibes.dev/uk/team/jake-hall","","Indexable",""
"https://staging.jakevibes.dev/uk/team/albert-labarento","1","index, follow","","","https://staging.jakevibes.dev/uk/team/albert-labarento","","Indexable",""
"https://staging.jakevibes.dev/uk/reviews/square-eye","1","index, follow","","","https://staging.jakevibes.dev/uk/reviews/square-eye","","Indexable",""
"https://staging.jakevibes.dev/uk/team/des-matthewman","1","index, follow","","","https://staging.jakevibes.dev/uk/team/des-matthewman","","Indexable",""
"https://staging.jakevibes.dev/uk/scaling-teams/building-a-software-development-team-core-roles-dedicated-developers-and-modern-hiring-models","1","index, follow","","","https://staging.jakevibes.dev/uk/scaling-teams/building-a-software-development-team-core-roles-dedicated-developers-and-modern-hiring-models","","Indexable",""
"https://staging.jakevibes.dev/uk/team/robert-reyes","1","index, follow","","","https://staging.jakevibes.dev/uk/team/robert-reyes","","Indexable",""
"https://staging.jakevibes.dev/uk/contact","1","index, follow","","","https://staging.jakevibes.dev/uk/contact","","Indexable",""
"https://staging.jakevibes.dev/uk/customer-story/event-connections","1","index, follow","","","https://staging.jakevibes.dev/uk/customer-story/event-connections","","Indexable",""
"https://staging.jakevibes.dev/uk/team/steven-sy","1","index, follow","","","https://staging.jakevibes.dev/uk/team/steven-sy","","Indexable",""
"https://staging.jakevibes.dev/uk/technology/react-developers","1","index, follow","","","https://staging.jakevibes.dev/uk/technology/react-developers","","Indexable",""
"https://staging.jakevibes.dev/uk/team/viktoria-mangarin","1","index, follow","","","https://staging.jakevibes.dev/uk/team/viktoria-mangarin","","Indexable",""
"https://staging.jakevibes.dev/uk/services/ai-product-builds","1","index, follow","","","https://staging.jakevibes.dev/uk/services/ai-product-builds","","Indexable",""
"https://staging.jakevibes.dev/uk/technology/python-developers","1","index, follow","","","https://staging.jakevibes.dev/uk/technology/python-developers","","Indexable",""
"https://staging.jakevibes.dev/uk/team/aj-develos","1","index, follow","","","https://staging.jakevibes.dev/uk/team/aj-develos","","Indexable",""
"https://staging.jakevibes.dev/uk/team/lyka-duran","1","index, follow","","","https://staging.jakevibes.dev/uk/team/lyka-duran","","Indexable",""
"https://staging.jakevibes.dev/uk/reviews/salmon-software","1","index, follow","","","https://staging.jakevibes.dev/uk/reviews/salmon-software","","Indexable",""
"https://staging.jakevibes.dev/uk/reviews/aspire-creative","1","index, follow","","","https://staging.jakevibes.dev/uk/reviews/aspire-creative","","Indexable",""
"https://staging.jakevibes.dev/uk/team/heather-wood","1","index, follow","","","https://staging.jakevibes.dev/uk/team/heather-wood","","Indexable",""
"https://staging.jakevibes.dev/uk/team/molly-miller","1","index, follow","","","https://staging.jakevibes.dev/uk/team/molly-miller","","Indexable",""
"https://staging.jakevibes.dev/uk/services/devops-engineers","1","index, follow","","","https://staging.jakevibes.dev/uk/services/devops-engineers","","Indexable",""
"https://staging.jakevibes.dev/uk/services/web-based-apps","1","index, follow","","","https://staging.jakevibes.dev/uk/services/web-based-apps","","Indexable",""
"https://staging.jakevibes.dev/uk/nearshoring-offshoring/nearshore-software-development-how-to-choose-the-right-vendor","1","index, follow","","","https://staging.jakevibes.dev/uk/nearshoring-offshoring/nearshore-software-development-how-to-choose-the-right-vendor","","Indexable",""
"https://staging.jakevibes.dev/uk/videos","1","index, follow","","","https://staging.jakevibes.dev/uk/videos","","Indexable",""
